symbol,min_buy,max_buy,last_buy,mean_buy
THB,3026994.42,3033940.44,3033940.44,3028219.2994285715
TRY,2998050.28,3005174.84,3005174.84,2999354.2988571427
TWD,2830285.24,2836804.35,2836804.35,2831439.6002857145
USD,87258.42,87433.44,87433.44,87284.3777142857
ARS,87062903.8,87235484.07,87235484.07,87092140.57444444
AUD,133748.65,134001.89,134001.89,133788.95055555555
BRL,501561.28,502567.34,502567.34,501734.3088888889
CAD,121814.06,122046.59,122046.59,121851.49500000001
CHF,77078.06,77221.22,77221.22,77100.205
CLP,85944303.27,86116694.49,86116694.49,85973952.11833334
CNY,629124.45,630386.37,630386.37,629341.48
CZK,2082121.03,2086546.72,2086546.72,2082936.125
DKK,613244.46,614504.53,614504.53,613467.6622222222
EUR,82208.33,82371.75,82371.75,82236.11722222221
GBP,68490.09,68626.68,68626.68,68513.40999999999
HKD,678743.94,680076.99,680076.99,678967.0583333333
HRK,402493.83,403301.17,403301.17,402632.67888888885
HUF,33642903.28,33706291.15,33706291.15,33652919.096666664
INR,7363519.93,7378402.91,7378402.91,7366104.017222222
ISK,11407668.0,11430550.04,11430550.04,11411603.384444444
JPY,13519469.79,13544554.96,13544554.96,13523344.227222223
KRW,122239394.84,122461208.53,122461208.53,122272484.76277778
NGN,146293095.67,146586537.4,146586537.4,146343563.48999998
NZD,147271.0,147550.49,147550.49,147315.62555555554
PLN,357219.11,357993.17,357993.17,357364.685
RON,319894.22,320535.88,320535.88,320004.57444444444
RUB,8599361.91,8616444.36,8616444.36,8602263.808333334
SEK,951412.53,953301.68,953301.68,951733.276111111
SGD,116721.74,116965.84,116965.84,116765.87944444445
THB,3026994.42,3033940.44,3033940.44,3028378.22
TRY,2998050.28,3005174.84,3005174.84,2999515.9805555553
TWD,2830285.24,2836804.35,2836804.35,2831588.6211111112
USD,87258.42,87433.44,87433.44,87288.51833333334
ARS,87062903.8,87235484.07,87235484.07,87096014.72297297
AUD,133748.65,134001.89,134001.89,133794.70567567565
BRL,501561.28,502567.34,502567.34,501756.82324324327
CAD,121814.06,122046.59,122046.59,121856.76783783785
CHF,77078.06,77221.22,77221.22,77103.47567567568
CLP,85944303.27,86116694.49,86116694.49,85977810.02027027
CNY,629124.45,630386.37,630386.37,629369.7202702702
CZK,2082121.03,2086546.72,2086546.72,2083033.7086486486
DKK,613244.46,614504.53,614504.53,613495.6856756757
EUR,82208.33,82371.75,82371.75,82239.78297297297
GBP,68490.09,68626.68,68626.68,68516.47135135136
HKD,678743.94,680076.99,680076.99,678997.0564864865
HRK,402493.83,403301.17,403301.17,402650.7462162162
HUF,33642903.28,33706291.15,33706291.15,33654361.58459459
INR,7363519.93,7378402.91,7378402.91,7366436.41972973
ISK,11407668.0,11430550.04,11430550.04,11412115.456216216
JPY,13519469.79,13544554.96,13544554.96,13523917.49027027
KRW,122239394.84,122461208.53,122461208.53,122277585.40513512
NGN,146293095.67,146586537.4,146586537.4,146350130.35243243
NZD,147271.0,147550.49,147550.49,147321.97324324324
PLN,357219.11,357993.17,357993.17,357381.6710810811
RON,319894.22,320535.88,320535.88,320018.9340540541
RUB,8599361.91,8616444.36,8616444.36,8602647.066486487
SEK,951412.53,953301.68,953301.68,951775.6654054053
SGD,116721.74,116965.84,116965.84,116771.28378378379
THB,3026994.42,3033940.44,3033940.44,3028528.55027027
TRY,2998050.28,3005174.84,3005174.84,2999668.9227027027
TWD,2830285.24,2836804.35,2836804.35,2831729.586756757
USD,87258.42,87433.44,87433.44,87292.43513513514
ARS,87062903.8,87235484.07,87235484.07,87099684.96894737
AUD,133748.65,134001.89,134001.89,133800.15789473685
BRL,501561.28,502567.34,502567.34,501778.15263157897
CAD,121814.06,122046.59,122046.59,121861.76315789473
CHF,77078.06,77221.22,77221.22,77106.5742105263
CLP,85944303.27,86116694.49,86116694.49,85981464.87473683
CNY,629124.45,630386.37,630386.37,629396.4742105263
CZK,2082121.03,2086546.72,2086546.72,2083126.1563157893
DKK,613244.46,614504.53,614504.53,613522.2342105262
EUR,82208.33,82371.75,82371.75,82243.25578947368
GBP,68490.09,68626.68,68626.68,68519.37157894736
HKD,678743.94,680076.99,680076.99,679025.4757894736
HRK,402493.83,403301.17,403301.17,402667.86263157893
HUF,33642903.28,33706291.15,33706291.15,33655728.152105264
INR,7363519.93,7378402.91,7378402.91,7366751.327368421
ISK,11407668.0,11430550.04,11430550.04,11412600.576842105
JPY,13519469.79,13544554.96,13544554.96,13524460.581578948
KRW,122239394.84,122461208.53,122461208.53,122282417.5926316
NGN,146293095.67,146586537.4,146586537.4,146356351.5905263
NZD,147271.0,147550.49,147550.49,147327.98684210525
PLN,357219.11,357993.17,357993.17,357397.7631578947
RON,319894.22,320535.88,320535.88,320032.5378947368
RUB,8599361.91,8616444.36,8616444.36,8603010.153157895
SEK,951412.53,953301.68,953301.68,951815.8236842104
SGD,116721.74,116965.84,116965.84,116776.40368421053
THB,3026994.42,3033940.44,3033940.44,3028670.9684210527
TRY,2998050.28,3005174.84,3005174.84,2999813.8152631577
TWD,2830285.24,2836804.35,2836804.35,2831863.133157895
USD,87258.42,87433.44,87433.44,87296.14578947368
ARS,87062903.8,87235484.07,87235484.07,87103166.99717948
AUD,133748.65,134001.89,134001.89,133805.3305128205
BRL,501561.28,502567.34,502567.34,501798.3882051282
CAD,121814.06,122046.59,122046.59,121866.50230769231
CHF,77078.06,77221.22,77221.22,77109.51384615384
CLP,85944303.27,86116694.49,86116694.49,85984932.30076922
CNY,629124.45,630386.37,630386.37,629421.8561538461
CZK,2082121.03,2086546.72,2086546.72,2083213.863076923
DKK,613244.46,614504.53,614504.53,613547.4212820512
EUR,82208.33,82371.75,82371.75,82246.55051282051
GBP,68490.09,68626.68,68626.68,68522.12307692308
HKD,678743.94,680076.99,680076.99,679052.4376923078
HRK,402493.83,403301.17,403301.17,402684.10128205124
HUF,33642903.28,33706291.15,33706291.15,33657024.63923077
INR,7363519.93,7378402.91,7378402.91,7367050.085897436
ISK,11407668.0,11430550.04,11430550.04,11413060.819487179
JPY,13519469.79,13544554.96,13544554.96,13524975.822051283
KRW,122239394.84,122461208.53,122461208.53,122287001.97564103
NGN,146293095.67,146586537.4,146586537.4,146362253.79076925
NZD,147271.0,147550.49,147550.49,147333.69205128207
PLN,357219.11,357993.17,357993.17,357413.02999999997
RON,319894.22,320535.88,320535.88,320045.4441025641
RUB,8599361.91,8616444.36,8616444.36,8603354.620000001
SEK,951412.53,953301.68,953301.68,951853.9225641025
SGD,116721.74,116965.84,116965.84,116781.26102564101
THB,3026994.42,3033940.44,3033940.44,3028806.083076923
TRY,2998050.28,3005174.84,3005174.84,2999951.2774358974
TWD,2830285.24,2836804.35,2836804.35,2831989.831025641
USD,87258.42,87433.44,87433.44,87299.66615384615
ARS,87062903.8,87235484.07,87235484.07,87106474.924
AUD,133748.65,134001.89,134001.89,133810.24449999997
BRL,501561.28,502567.34,502567.34,501817.612
CAD,121814.06,122046.59,122046.59,121871.0045
CHF,77078.06,77221.22,77221.22,77112.30649999999
CLP,85944303.27,86116694.49,86116694.49,85988226.3555
CNY,629124.45,630386.37,630386.37,629445.969
CZK,2082121.03,2086546.72,2086546.72,2083297.1845
DKK,613244.46,614504.53,614504.53,613571.349
EUR,82208.33,82371.75,82371.75,82249.68049999999
GBP,68490.09,68626.68,68626.68,68524.737
HKD,678743.94,680076.99,680076.99,679078.0515
HRK,402493.83,403301.17,403301.17,402699.528
HUF,33642903.28,33706291.15,33706291.15,33658256.302
INR,7363519.93,7378402.91,7378402.91,7367333.9065
ISK,11407668.0,11430550.04,11430550.04,11413498.05
JPY,13519469.79,13544554.96,13544554.96,13525465.3005
KRW,122239394.84,122461208.53,122461208.53,122291357.13949999
NGN,146293095.67,146586537.4,146586537.4,146367860.88099998
NZD,147271.0,147550.49,147550.49,147339.112
PLN,357219.11,357993.17,357993.17,357427.5335
RON,319894.22,320535.88,320535.88,320057.70499999996
RUB,8599361.91,8616444.36,8616444.36,8603681.8635
SEK,951412.53,953301.68,953301.68,951890.1164999999
SGD,116721.74,116965.84,116965.84,116785.87550000001
THB,3026994.42,3033940.44,3033940.44,3028934.4420000003
TRY,2998050.28,3005174.84,3005174.84,3000081.8665
TWD,2830285.24,2836804.35,2836804.35,2832110.194
USD,87258.42,87433.44,87433.44,87303.0105
ARS,87062903.8,87235484.07,87235484.07,87109621.48853658
AUD,133748.65,134001.89,134001.89,133814.91878048782
BRL,501561.28,502567.34,502567.34,501835.8980487805
CAD,121814.06,122046.59,122046.59,121875.28707317072
CHF,77078.06,77221.22,77221.22,77114.96292682926
CLP,85944303.27,86116694.49,86116694.49,85991359.72463414
CNY,629124.45,630386.37,630386.37,629468.9056097561
CZK,2082121.03,2086546.72,2086546.72,2083376.4414634146
DKK,613244.46,614504.53,614504.53,613594.1095121951
EUR,82208.33,82371.75,82371.75,82252.65780487804
GBP,68490.09,68626.68,68626.68,68527.22341463415
HKD,678743.94,680076.99,680076.99,679102.4158536586
HRK,402493.83,403301.17,403301.17,402714.2021951219
HUF,33642903.28,33706291.15,33706291.15,33659427.883658536
INR,7363519.93,7378402.91,7378402.91,7367603.882195123
ISK,11407668.0,11430550.04,11430550.04,11413913.952195121
JPY,13519469.79,13544554.96,13544554.96,13525930.90195122
KRW,122239394.84,122461208.53,122461208.53,122295499.85634145
NGN,146293095.67,146586537.4,146586537.4,146373194.45463416
NZD,147271.0,147550.49,147550.49,147344.2675609756
PLN,357219.11,357993.17,357993.17,357441.32951219514
RON,319894.22,320535.88,320535.88,320069.36780487804
RUB,8599361.91,8616444.36,8616444.36,8603993.14390244
SEK,951412.53,953301.68,953301.68,951924.5448780488
SGD,116721.74,116965.84,116965.84,116790.2648780488
THB,3026994.42,3033940.44,3033940.44,3029056.539512195
TRY,2998050.28,3005174.84,3005174.84,3000206.0853658537
TWD,2830285.24,2836804.35,2836804.35,2832224.685609756
USD,87258.42,87433.44,87433.44,87306.19170731708
ARS,87062903.8,87248589.53,87248589.53,87112930.25142857
AUD,133748.65,134022.02,134022.02,133819.84976190474
BRL,501561.28,502642.84,502642.84,501855.1109523809
CAD,121814.06,122064.93,122064.93,121879.80238095239
CHF,77078.06,77232.82,77232.82,77117.76904761905
CLP,85944303.27,86129631.87,86129631.87,85994651.91857143
CNY,629124.45,630481.08,630481.08,629493.005
CZK,2082121.03,2086860.19,2086860.19,2083459.387857143
DKK,613244.46,614596.84,614596.84,613617.984047619
EUR,82208.33,82384.12,82384.12,82255.78785714286
GBP,68490.09,68636.99,68636.99,68529.8369047619
HKD,678743.94,680179.15,680179.15,679128.0523809524
HRK,402493.83,403361.76,403361.76,402729.62023809523
HUF,33642903.28,33711354.87,33711354.87,33660664.24047619
INR,7363519.93,7379511.37,7379511.37,7367887.393809524
ISK,11407668.0,11432267.26,11432267.26,11414350.935714286
JPY,13519469.79,13546589.77,13546589.77,13526422.779761905
KRW,122239394.84,122479605.97,122479605.97,122299883.3352381
NGN,146293095.67,146608559.22,146608559.22,146378798.37761903
NZD,147271.0,147572.66,147572.66,147349.7054761905
PLN,357219.11,358046.95,358046.95,357455.74904761906
RON,319894.22,320584.03,320584.03,320081.62166666664
RUB,8599361.91,8617738.82,8617738.82,8604320.421904763
SEK,951412.53,953444.9,953444.9,951960.7438095239
SGD,116721.74,116983.41,116983.41,116794.86357142858
THB,3026994.42,3034396.23,3034396.23,3029183.675
TRY,2998050.28,3005626.31,3005626.31,3000335.138333333
TWD,2830285.24,2837230.52,2837230.52,2832343.872142857
USD,87258.42,87446.58,87446.58,87309.53428571428
ARS,87062903.8,87248589.53,87248589.53,87116085.1183721
AUD,133748.65,134022.02,134022.02,133824.55139534883
BRL,501561.28,502642.84,502642.84,501873.43023255817
CAD,121814.06,122064.93,122064.93,121884.1076744186
CHF,77078.06,77232.82,77232.82,77120.44465116279
CLP,85944303.27,86129631.87,86129631.87,85997790.9872093
CNY,629124.45,630481.08,630481.08,629515.9834883721
CZK,2082121.03,2086860.19,2086860.19,2083538.47627907
DKK,613244.46,614596.84,614596.84,613640.748139535
EUR,82208.33,82384.12,82384.12,82258.77232558139
GBP,68490.09,68636.99,68636.99,68532.32883720931
HKD,678743.94,680179.15,680179.15,679152.4965116279
HRK,402493.83,403361.76,403361.76,402744.32116279064
HUF,33642903.28,33711354.87,33711354.87,33661843.09232558
INR,7363519.93,7379511.37,7379511.37,7368157.71883721
ISK,11407668.0,11432267.26,11432267.26,11414767.594418604
JPY,13519469.79,13546589.77,13546589.77,13526891.779534884
KRW,122239394.84,122479605.97,122479605.97,122304062.93139535
NGN,146293095.67,146608559.22,146608559.22,146384141.65302324
NZD,147271.0,147572.66,147572.66,147354.89046511627
PLN,357219.11,358046.95,358046.95,357469.4979069767
RON,319894.22,320584.03,320584.03,320093.30558139534
RUB,8599361.91,8617738.82,8617738.82,8604632.477674419
SEK,951412.53,953444.9,953444.9,951995.2590697674
SGD,116721.74,116983.41,116983.41,116799.24837209302
THB,3026994.42,3034396.23,3034396.23,3029304.897209302
TRY,2998050.28,3005626.31,3005626.31,3000458.1888372093
TWD,2830285.24,2837230.52,2837230.52,2832457.515116279
USD,87258.42,87446.58,87446.58,87312.72139534884
ARS,87062903.8,87248589.53,87248589.53,87119096.58227272
AUD,133748.65,134022.02,134022.02,133829.0393181818
BRL,501561.28,502642.84,502642.84,501890.9168181818
CAD,121814.06,122064.93,122064.93,121888.21727272727
CHF,77078.06,77232.82,77232.82,77122.99863636364
CLP,85944303.27,86129631.87,86129631.87,86000787.3709091
CNY,629124.45,630481.08,630481.08,629537.9175
CZK,2082121.03,2086860.19,2086860.19,2083613.9697727272
DKK,613244.46,614596.84,614596.84,613662.4775
EUR,82208.33,82384.12,82384.12,82261.62113636364
GBP,68490.09,68636.99,68636.99,68534.7075
HKD,678743.94,680179.15,680179.15,679175.8295454546
HRK,402493.83,403361.76,403361.76,402758.3538636364
HUF,33642903.28,33711354.87,33711354.87,33662968.36
INR,7363519.93,7379511.37,7379511.37,7368415.756363637
ISK,11407668.0,11432267.26,11432267.26,11415165.31409091
JPY,13519469.79,13546589.77,13546589.77,13527339.461136363
KRW,122239394.84,122479605.97,122479605.97,122308052.5459091
NGN,146293095.67,146608559.22,146608559.22,146389242.05227274
NZD,147271.0,147572.66,147572.66,147359.83977272728
PLN,357219.11,358046.95,358046.95,357482.6218181818
RON,319894.22,320584.03,320584.03,320104.45840909093
RUB,8599361.91,8617738.82,8617738.82,8604930.34909091
SEK,951412.53,953444.9,953444.9,952028.2054545454
SGD,116721.74,116983.41,116983.41,116803.43386363635
THB,3026994.42,3034396.23,3034396.23,3029420.609318182
TRY,2998050.28,3005626.31,3005626.31,3000575.6461363635
TWD,2830285.24,2837230.52,2837230.52,2832565.9925
USD,87258.42,87446.58,87446.58,87315.76363636364
ARS,87062903.8,87248589.53,87248589.53,87121974.20333333
AUD,133748.65,134022.02,134022.02,133833.32777777777
BRL,501561.28,502642.84,502642.84,501907.6262222222
CAD,121814.06,122064.93,122064.93,121892.14422222222
CHF,77078.06,77232.82,77232.82,77125.4391111111
CLP,85944303.27,86129631.87,86129631.87,86003650.582
CNY,629124.45,630481.08,630481.08,629558.8766666667
CZK,2082121.03,2086860.19,2086860.19,2083686.108
DKK,613244.46,614596.84,614596.84,613683.2411111111
EUR,82208.33,82384.12,82384.12,82264.34333333334
GBP,68490.09,68636.99,68636.99,68536.98044444445
HKD,678743.94,680179.15,680179.15,679198.1255555556
HRK,402493.83,403361.76,403361.76,402771.7628888888
HUF,33642903.28,33711354.87,33711354.87,33664043.615777776
INR,7363519.93,7379511.37,7379511.37,7368662.325555555
ISK,11407668.0,11432267.26,11432267.26,11415545.357333332
JPY,13519469.79,13546589.77,13546589.77,13527767.245777776
KRW,122239394.84,122479605.97,122479605.97,122311864.84422222
NGN,146293095.67,146608559.22,146608559.22,146394115.7671111
NZD,147271.0,147572.66,147572.66,147364.5691111111
PLN,357219.11,358046.95,358046.95,357495.16244444443
RON,319894.22,320584.03,320584.03,320115.11555555556
RUB,8599361.91,8617738.82,8617738.82,8605214.981777778
SEK,951412.53,953444.9,953444.9,952059.6875555555
SGD,116721.74,116983.41,116983.41,116807.43333333333
THB,3026994.42,3034396.23,3034396.23,3029531.1786666666
TRY,2998050.28,3005626.31,3005626.31,3000687.8831111114
TWD,2830285.24,2837230.52,2837230.52,2832669.648666667
USD,87258.42,87446.58,87446.58,87318.67066666667
ARS,87062903.8,87248589.53,87248589.53,87124726.71043478
AUD,133748.65,134022.02,134022.02,133837.4297826087
BRL,501561.28,502642.84,502642.84,501923.60913043475
CAD,121814.06,122064.93,122064.93,121895.90043478261
CHF,77078.06,77232.82,77232.82,77127.77347826087
CLP,85944303.27,86129631.87,86129631.87,86006389.30565217
CNY,629124.45,630481.08,630481.08,629578.9245652175
CZK,2082121.03,2086860.19,2086860.19,2083755.1097826087
DKK,613244.46,614596.84,614596.84,613703.1019565217
EUR,82208.33,82384.12,82384.12,82266.94717391304
GBP,68490.09,68636.99,68636.99,68539.1545652174
HKD,678743.94,680179.15,680179.15,679219.452173913
HRK,402493.83,403361.76,403361.76,402784.5889130435
HUF,33642903.28,33711354.87,33711354.87,33665072.12130435
INR,7363519.93,7379511.37,7379511.37,7368898.174347825
ISK,11407668.0,11432267.26,11432267.26,11415908.87695652
JPY,13519469.79,13546589.77,13546589.77,13528176.431086957
KRW,122239394.84,122479605.97,122479605.97,122315511.39043479
NGN,146293095.67,146608559.22,146608559.22,146398777.58130434
NZD,147271.0,147572.66,147572.66,147369.09282608694
PLN,357219.11,358046.95,358046.95,357507.157826087
RON,319894.22,320584.03,320584.03,320125.3093478261
RUB,8599361.91,8617738.82,8617738.82,8605487.239130436
SEK,951412.53,953444.9,953444.9,952089.8008695653
SGD,116721.74,116983.41,116983.41,116811.25891304348
THB,3026994.42,3034396.23,3034396.23,3029636.940652174
TRY,2998050.28,3005626.31,3005626.31,3000795.240217391
TWD,2830285.24,2837230.52,2837230.52,2832768.7980434783
USD,87258.42,87446.58,87446.58,87321.45130434782
ARS,87062903.8,87248589.53,87248589.53,87127362.08957447
AUD,133748.65,134022.02,134022.02,133841.35723404255
BRL,501561.28,502642.84,502642.84,501938.9119148936
CAD,121814.06,122064.93,122064.93,121899.49680851064
CHF,77078.06,77232.82,77232.82,77130.00851063829
CLP,85944303.27,86129631.87,86129631.87,86009011.48787233
CNY,629124.45,630481.08,630481.08,629598.1193617021
CZK,2082121.03,2086860.19,2086860.19,2083821.175319149
DKK,613244.46,614596.84,614596.84,613722.1176595745
EUR,82208.33,82384.12,82384.12,82269.44021276596
GBP,68490.09,68636.99,68636.99,68541.23617021277
HKD,678743.94,680179.15,680179.15,679239.8712765957
HRK,402493.83,403361.76,403361.76,402796.8691489362
HUF,33642903.28,33711354.87,33711354.87,33666056.8606383
INR,7363519.93,7379511.37,7379511.37,7369123.987021277
ISK,11407668.0,11432267.26,11432267.26,11416256.927659573
JPY,13519469.79,13546589.77,13546589.77,13528568.20425532
KRW,122239394.84,122479605.97,122479605.97,122319002.76446809
NGN,146293095.67,146608559.22,146608559.22,146403241.02042553
NZD,147271.0,147572.66,147572.66,147373.42404255318
PLN,357219.11,358046.95,358046.95,357518.64276595745
RON,319894.22,320584.03,320584.03,320135.06936170213
RUB,8599361.91,8617738.82,8617738.82,8605747.91106383
SEK,951412.53,953444.9,953444.9,952118.6327659575
SGD,116721.74,116983.41,116983.41,116814.92170212767
THB,3026994.42,3034396.23,3034396.23,3029738.2021276597
TRY,2998050.28,3005626.31,3005626.31,3000898.02893617
TWD,2830285.24,2837230.52,2837230.52,2832863.7282978725
USD,87258.42,87446.58,87446.58,87324.11361702127
ARS,87062903.8,87248589.53,87248589.53,87129887.66125
AUD,133748.65,134022.02,134022.02,133845.12104166666
BRL,501561.28,502642.84,502642.84,501953.57708333334
CAD,121814.06,122064.93,122064.93,121902.94333333334
CHF,77078.06,77232.82,77232.82,77132.15041666667
CLP,85944303.27,86129631.87,86129631.87,86011524.41250001
CNY,629124.45,630481.08,630481.08,629616.514375
CZK,2082121.03,2086860.19,2086860.19,2083884.488125
DKK,613244.46,614596.84,614596.84,613740.3410416667
EUR,82208.33,82384.12,82384.12,82271.829375
GBP,68490.09,68636.99,68636.99,68543.23104166666
HKD,678743.94,680179.15,680179.15,679259.4395833333
HRK,402493.83,403361.76,403361.76,402808.6377083333
HUF,33642903.28,33711354.87,33711354.87,33667000.56916667
INR,7363519.93,7379511.37,7379511.37,7369340.390833333
ISK,11407668.0,11432267.26,11432267.26,11416590.47625
JPY,13519469.79,13546589.77,13546589.77,13528943.653541667
KRW,122239394.84,122479605.97,122479605.97,122322348.66458333
NGN,146293095.67,146608559.22,146608559.22,146407518.48291668
NZD,147271.0,147572.66,147572.66,147377.57479166667
PLN,357219.11,358046.95,358046.95,357529.64916666667
RON,319894.22,320584.03,320584.03,320144.4227083333
RUB,8599361.91,8617738.82,8617738.82,8605997.721666666
SEK,951412.53,953444.9,953444.9,952146.2633333333
SGD,116721.74,116983.41,116983.41,116818.43187500001
THB,3026994.42,3034396.23,3034396.23,3029835.244375
TRY,2998050.28,3005626.31,3005626.31,3000996.5347916665
TWD,2830285.24,2837230.52,2837230.52,2832954.703125
USD,87258.42,87446.58,87446.58,87326.665
ARS,87062903.8,87248589.53,87248589.53,87132310.14836735
AUD,133748.65,134022.02,134022.02,133848.7312244898
BRL,501561.28,502642.84,502642.84,501967.64367346937
CAD,121814.06,122064.93,122064.93,121906.24918367347
CHF,77078.06,77232.82,77232.82,77134.20489795918
CLP,85944303.27,86129631.87,86129631.87,86013934.76877551
CNY,629124.45,630481.08,630481.08,629634.1585714286
CZK,2082121.03,2086860.19,2086860.19,2083945.216734694
DKK,613244.46,614596.84,614596.84,613757.8206122449
EUR,82208.33,82384.12,82384.12,82274.12102040816
GBP,68490.09,68636.99,68636.99,68545.14448979592
HKD,678743.94,680179.15,680179.15,679278.2091836735
HRK,402493.83,403361.76,403361.76,402819.92591836734
HUF,33642903.28,33711354.87,33711354.87,33667905.758979596
INR,7363519.93,7379511.37,7379511.37,7369547.961836735
ISK,11407668.0,11432267.26,11432267.26,11416910.410612244
JPY,13519469.79,13546589.77,13546589.77,13529303.778367346
KRW,122239394.84,122479605.97,122479605.97,122325557.99734694
NGN,146293095.67,146608559.22,146608559.22,146411621.35510203
NZD,147271.0,147572.66,147572.66,147381.556122449
PLN,357219.11,358046.95,358046.95,357540.2063265306
RON,319894.22,320584.03,320584.03,320153.3942857143
RUB,8599361.91,8617738.82,8617738.82,8606237.335918369
SEK,951412.53,953444.9,953444.9,952172.766122449
SGD,116721.74,116983.41,116983.41,116821.7987755102
THB,3026994.42,3034396.23,3034396.23,3029928.325714286
TRY,2998050.28,3005626.31,3005626.31,3001091.0199999996
TWD,2830285.24,2837230.52,2837230.52,2833041.964693878
USD,87258.42,87446.58,87446.58,87329.11224489796
ARS,87062903.8,87248589.53,87248589.53,87134635.736
AUD,133748.65,134022.02,134022.02,133852.197
BRL,501561.28,502642.84,502642.84,501981.14759999997
CAD,121814.06,122064.93,122064.93,121909.4228
CHF,77078.06,77232.82,77232.82,77136.17719999999
CLP,85944303.27,86129631.87,86129631.87,86016248.71079999
CNY,629124.45,630481.08,630481.08,629651.0970000001
CZK,2082121.03,2086860.19,2086860.19,2084003.5162
DKK,613244.46,614596.84,614596.84,613774.601
EUR,82208.33,82384.12,82384.12,82276.321
GBP,68490.09,68636.99,68636.99,68546.98139999999
HKD,678743.94,680179.15,680179.15,679296.228
HRK,402493.83,403361.76,403361.76,402830.76259999996
HUF,33642903.28,33711354.87,33711354.87,33668774.7412
INR,7363519.93,7379511.37,7379511.37,7369747.23
ISK,11407668.0,11432267.26,11432267.26,11417217.5476
JPY,13519469.79,13546589.77,13546589.77,13529649.4982
KRW,122239394.84,122479605.97,122479605.97,122328638.9568
NGN,146293095.67,146608559.22,146608559.22,146415560.1124
NZD,147271.0,147572.66,147572.66,147385.3782
PLN,357219.11,358046.95,358046.95,357550.3412
RON,319894.22,320584.03,320584.03,320162.007
RUB,8599361.91,8617738.82,8617738.82,8606467.365600001
SEK,951412.53,953444.9,953444.9,952198.2087999999
SGD,116721.74,116983.41,116983.41,116825.031
THB,3026994.42,3034396.23,3034396.23,3030017.6837999998
TRY,2998050.28,3005626.31,3005626.31,3001181.7257999997
TWD,2830285.24,2837230.52,2837230.52,2833125.7358
USD,87258.42,87446.58,87446.58,87331.4616
ARS,87062903.8,87248589.53,87248589.53,87136870.12411764
AUD,133748.65,134022.02,134022.02,133855.5268627451
BRL,501561.28,502642.84,502642.84,501994.12196078437
CAD,121814.06,122064.93,122064.93,121912.47196078431
CHF,77078.06,77232.82,77232.82,77138.07215686275
CLP,85944303.27,86129631.87,86129631.87,86018471.91
CNY,629124.45,630481.08,630481.08,629667.3711764705
CZK,2082121.03,2086860.19,2086860.19,2084059.5294117648
DKK,613244.46,614596.84,614596.84,613790.7233333334
EUR,82208.33,82384.12,82384.12,82278.43470588235
GBP,68490.09,68636.99,68636.99,68548.7462745098
HKD,678743.94,680179.15,680179.15,679313.5401960784
HRK,402493.83,403361.76,403361.76,402841.1743137255
HUF,33642903.28,33711354.87,33711354.87,33669609.645686276
INR,7363519.93,7379511.37,7379511.37,7369938.68372549
ISK,11407668.0,11432267.26,11432267.26,11417512.64
JPY,13519469.79,13546589.77,13546589.77,13529981.660392156
KRW,122239394.84,122479605.97,122479605.97,122331599.09431374
NGN,146293095.67,146608559.22,146608559.22,146419344.40862745
NZD,147271.0,147572.66,147572.66,147389.05039215687
PLN,357219.11,358046.95,358046.95,357560.07862745103
RON,319894.22,320584.03,320584.03,320170.28196078434
RUB,8599361.91,8617738.82,8617738.82,8606688.374509804
SEK,951412.53,953444.9,953444.9,952222.6537254903
SGD,116721.74,116983.41,116983.41,116828.13647058823
THB,3026994.42,3034396.23,3034396.23,3030103.5376470587
TRY,2998050.28,3005626.31,3005626.31,3001268.874509804
TWD,2830285.24,2837230.52,2837230.52,2833206.221764706
USD,87258.42,87446.58,87446.58,87333.71882352942
ARS,87062903.8,87248589.53,87248589.53,87139018.57423076
AUD,133748.65,134022.02,134022.02,133858.72865384613
BRL,501561.28,502642.84,502642.84,502006.59730769234
CAD,121814.06,122064.93,122064.93,121915.40384615384
CHF,77078.06,77232.82,77232.82,77139.89423076923
CLP,85944303.27,86129631.87,86129631.87,86020609.60153845
CNY,629124.45,630481.08,630481.08,629683.0194230769
CZK,2082121.03,2086860.19,2086860.19,2084113.3882692307
DKK,613244.46,614596.84,614596.84,613806.2255769231
EUR,82208.33,82384.12,82384.12,82280.46711538461
GBP,68490.09,68636.99,68636.99,68550.44326923076
HKD,678743.94,680179.15,680179.15,679330.1865384616
HRK,402493.83,403361.76,403361.76,402851.1855769231
HUF,33642903.28,33711354.87,33711354.87,33670412.438461535
INR,7363519.93,7379511.37,7379511.37,7370122.773846154
ISK,11407668.0,11432267.26,11432267.26,11417796.382692307
JPY,13519469.79,13546589.77,13546589.77,13530301.047115386
KRW,122239394.84,122479605.97,122479605.97,122334445.38038461
NGN,146293095.67,146608559.22,146608559.22,146422983.155
NZD,147271.0,147572.66,147572.66,147392.58134615383
PLN,357219.11,358046.95,358046.95,357569.44153846154
RON,319894.22,320584.03,320584.03,320178.23865384614
RUB,8599361.91,8617738.82,8617738.82,8606900.883076923
SEK,951412.53,953444.9,953444.9,952246.1584615385
SGD,116721.74,116983.41,116983.41,116831.1225
THB,3026994.42,3034396.23,3034396.23,3030186.089423077
TRY,2998050.28,3005626.31,3005626.31,3001352.6713461536
TWD,2830285.24,2837230.52,2837230.52,2833283.612115385
USD,87258.42,87446.58,87446.58,87335.88923076923
ARS,87062903.8,87248589.53,87248589.53,87141085.95075472
AUD,133748.65,134022.02,134022.02,133861.8096226415
