symbol,min_buy,max_buy,last_buy,mean_buy
CNY,629124.45,631754.77,631754.77,630089.3462857143
CZK,2082121.03,2091350.29,2091350.29,2085528.4767142858
DKK,613244.46,615809.74,615809.74,614201.0627142857
EUR,82208.33,82552.31,82552.31,82333.67571428571
GBP,68490.09,68790.71,68790.71,68596.95957142857
HKD,678743.94,681582.41,681582.41,679770.0408571429
HRK,402493.83,404182.23,404182.23,403112.0217142857
HUF,33642903.28,33773968.3,33773968.3,33690831.14414286
INR,7363519.93,7394504.73,7394504.73,7374904.334571429
ISK,11407668.0,11455521.43,11455521.43,11425189.121285714
JPY,13519469.79,13579204.95,13579204.95,13539635.467857143
KRW,122239394.84,122780854.44,122780854.44,122419298.12785713
NGN,146293095.67,146906772.94,146906772.94,146517788.38171428
NZD,147271.0,147888.08,147888.08,147488.67871428572
PLN,357219.11,358739.41,358739.41,357801.5905714286
RON,319894.22,321236.12,321236.12,320385.5457142857
RUB,8599361.91,8634702.74,8634702.74,8612366.678285714
SEK,951412.53,955550.42,955550.42,952886.7274285714
SGD,116721.74,117245.2,117245.2,116911.59885714286
THB,3026994.42,3040765.6,3040765.6,3032274.224
TRY,2998050.28,3012414.18,3012414.18,3003522.8537142854
TWD,2830285.24,2842712.52,2842712.52,2835164.314428571
USD,87258.42,87624.45,87624.45,87392.43642857143
ARS,87062903.8,87427304.52,87427304.52,87198676.8702817
AUD,133748.65,134312.95,134312.95,133951.79873239435
BRL,501561.28,503988.59,503988.59,502405.06563380285
CAD,121814.06,122322.86,122322.86,121999.19507042253
CHF,77078.06,77406.56,77406.56,77194.24281690142
CLP,85944303.27,86304826.54,86304826.54,86079524.4012676
CNY,629124.45,631754.77,631754.77,630112.8029577464
CZK,2082121.03,2091350.29,2091350.29,2085610.474084507
DKK,613244.46,615809.74,615809.74,614223.7201408452
EUR,82208.33,82552.31,82552.31,82336.75507042254
GBP,68490.09,68790.71,68790.71,68599.68845070423
HKD,678743.94,681582.41,681582.41,679795.5671830986
HRK,402493.83,404182.23,404182.23,403127.0950704225
HUF,33642903.28,33773968.3,33773968.3,33692002.089999996
INR,7363519.93,7394504.73,7394504.73,7375180.396478874
ISK,11407668.0,11455521.43,11455521.43,11425616.336901408
JPY,13519469.79,13579204.95,13579204.95,13540192.784507044
KRW,122239394.84,122780854.44,122780854.44,122424390.47028168
NGN,146293095.67,146906772.94,146906772.94,146523267.0374648
NZD,147271.0,147888.08,147888.08,147494.30408450705
PLN,357219.11,358739.41,358739.41,357814.79929577466
RON,319894.22,321236.12,321236.12,320397.5256338028
RUB,8599361.91,8634702.74,8634702.74,8612681.270704227
SEK,951412.53,955550.42,955550.42,952924.2442253522
SGD,116721.74,117245.2,117245.2,116916.29746478873
THB,3026994.42,3040765.6,3040765.6,3032393.8208450703
TRY,2998050.28,3012414.18,3012414.18,3003648.0836619716
TWD,2830285.24,2842712.52,2842712.52,2835270.627183099
USD,87258.42,87624.45,87624.45,87395.7042253521
ARS,87062903.8,87427304.52,87419301.25,87201741.09777778
AUD,133748.65,134312.95,134300.65,133956.64388888888
BRL,501561.28,503988.59,503942.45,502426.41819444444
CAD,121814.06,122322.86,122311.66,122003.53486111111
CHF,77078.06,77406.56,77399.48,77197.09333333332
CLP,85944303.27,86304826.54,86296926.03,86082543.86833334
CNY,629124.45,631754.77,631696.93,630134.8047222222
CZK,2082121.03,2091350.29,2091158.85,2085687.534861111
DKK,613244.46,615809.74,615753.37,614244.9652777778
EUR,82208.33,82552.31,82544.75,82339.6438888889
GBP,68490.09,68790.71,68784.42,68602.25416666667
HKD,678743.94,681582.41,681520.02,679819.5179166667
HRK,402493.83,404182.23,404145.23,403141.23583333334
HUF,33642903.28,33773968.3,33770876.57,33693097.56888889
INR,7363519.93,7394504.73,7393827.82,7375439.388472223
ISK,11407668.0,11455521.43,11454472.76,11426017.120555555
JPY,13519469.79,13579204.95,13577961.88,13540717.355277779
KRW,122239394.84,122780854.44,122769614.83,122429185.25305554
NGN,146293095.67,146906772.94,146893324.8,146528406.7286111
NZD,147271.0,147888.08,147874.54,147499.58513888888
PLN,357219.11,358739.41,358706.57,357827.185
RON,319894.22,321236.12,321206.72,320408.76444444444
RUB,8599361.91,8634702.74,8633912.3,8612976.14611111
SEK,951412.53,955550.42,955462.95,952959.5040277778
SGD,116721.74,117245.2,117234.46,116920.71638888889
THB,3026994.42,3040765.6,3040487.24,3032506.2294444446
TRY,2998050.28,3012414.18,3012138.42,3003766.005
TWD,2830285.24,2842712.52,2842452.29,2835370.3725
USD,87258.42,87624.45,87616.43,87398.76986111111
ARS,87062903.8,87427304.52,87419301.25,87204721.37383562
AUD,133748.65,134312.95,134300.65,133961.35630136987
BRL,501561.28,503988.59,503942.45,502447.1857534247
CAD,121814.06,122322.86,122311.66,122007.75575342466
CHF,77078.06,77406.56,77399.48,77199.86575342466
CLP,85944303.27,86304826.54,86296926.03,86085480.61027397
CNY,629124.45,631754.77,631696.93,630156.2036986301
CZK,2082121.03,2091350.29,2091158.85,2085762.4843835614
DKK,613244.46,615809.74,615753.37,614265.6283561643
EUR,82208.33,82552.31,82544.75,82342.45356164384
GBP,68490.09,68790.71,68784.42,68604.7495890411
HKD,678743.94,681582.41,681520.02,679842.8124657534
HRK,402493.83,404182.23,404145.23,403154.9891780822
HUF,33642903.28,33773968.3,33770876.57,33694163.03465753
INR,7363519.93,7394504.73,7393827.82,7375691.28479452
ISK,11407668.0,11455521.43,11454472.76,11426406.923835615
JPY,13519469.79,13579204.95,13577961.88,13541227.554246577
KRW,122239394.84,122780854.44,122769614.83,122433848.6719178
NGN,146293095.67,146906772.94,146893324.8,146533405.60630137
NZD,147271.0,147888.08,147874.54,147504.7215068493
PLN,357219.11,358739.41,358706.57,357839.23136986303
RON,319894.22,321236.12,321206.72,320419.69534246577
RUB,8599361.91,8634702.74,8633912.3,8613262.942739727
SEK,951412.53,955550.42,955462.95,952993.7978082191
SGD,116721.74,117245.2,117234.46,116925.01424657536
THB,3026994.42,3040765.6,3040487.24,3032615.558356164
TRY,2998050.28,3012414.18,3012138.42,3003880.6956164385
TWD,2830285.24,2842712.52,2842452.29,2835467.3850684934
USD,87258.42,87624.45,87616.43,87401.75150684932
